date,strategy,group,score,r1m,r3m,r6m,r12m
2026-06-29,daa,BND,0.2172,0.0071,0.0182,0.0098,0.0392
2026-06-29,daa,DBC,-0.9841,-0.1043,-0.0852,0.1763,0.2559
2026-06-29,daa,EEM,1.6232,-0.0149,0.2244,0.2420,0.4200
2026-06-29,daa,EWJ,1.3438,0.0100,0.1498,0.1559,0.3131
2026-06-29,daa,GLD,-1.7180,-0.1060,-0.1102,-0.1042,0.2029
2026-06-29,daa,HYG,0.2449,0.0023,0.0319,0.0172,0.0555
2026-06-29,daa,IEF,0.1942,0.0083,0.0144,0.0021,0.0321
2026-06-29,daa,IWM,1.9449,0.0224,0.2281,0.1835,0.3971
2026-06-29,daa,LQD,0.2853,0.0075,0.0311,0.0100,0.0507
2026-06-29,daa,QQQ,1.6073,-0.0160,0.2866,0.1616,0.3301
2026-06-29,daa,SHY,0.0873,0.0016,0.0060,0.0076,0.0287
2026-06-29,daa,SPY,0.8681,-0.0162,0.1707,0.0782,0.2235
2026-06-29,daa,TLT,0.4815,0.0238,0.0329,0.0121,0.0395
2026-06-29,daa,VGK,0.8211,0.0010,0.1217,0.0694,0.1829
2026-06-29,daa,VNQ,1.1490,0.0195,0.1314,0.1208,0.1482
2026-06-29,daa,VWO,0.8024,-0.0118,0.1277,0.1027,0.2272
2026-06-29,vaa,AGG,0.2231,0.0071,0.0186,0.0100,0.0432
2026-06-29,vaa,EEM,1.6202,-0.0150,0.2243,0.2418,0.4198
2026-06-29,vaa,EFA,0.8855,0.0023,0.1187,0.0884,0.2066
2026-06-29,vaa,IEF,0.1922,0.0082,0.0143,0.0020,0.0320
2026-06-29,vaa,LQD,0.2853,0.0075,0.0311,0.0100,0.0507
2026-06-29,vaa,SHY,0.0873,0.0016,0.0060,0.0076,0.0287
2026-06-29,vaa,SPY,0.8678,-0.0163,0.1707,0.0782,0.2235
2026-06-29,paa,DBC,-0.9775,-0.1041,-0.0851,0.1765,0.2593
2026-06-29,paa,EEM,1.6156,-0.0152,0.2240,0.2415,0.4195
2026-06-29,paa,EWJ,1.3383,0.0097,0.1495,0.1556,0.3127
2026-06-29,paa,GLD,-1.7189,-0.1060,-0.1102,-0.1042,0.2028
2026-06-29,paa,HYG,0.2425,0.0022,0.0317,0.0171,0.0553
2026-06-29,paa,IEF,0.1922,0.0082,0.0143,0.0020,0.0320
2026-06-29,paa,IWM,1.9439,0.0223,0.2281,0.1835,0.3970
2026-06-29,paa,LQD,0.2853,0.0075,0.0311,0.0100,0.0507
2026-06-29,paa,QQQ,1.5962,-0.0166,0.2859,0.1609,0.3293
2026-06-29,paa,SHY,0.0896,0.0017,0.0061,0.0077,0.0288
2026-06-29,paa,SPY,0.8618,-0.0165,0.1704,0.0779,0.2232
2026-06-29,paa,TLT,0.4804,0.0238,0.0329,0.0120,0.0395
2026-06-29,paa,VGK,0.8177,0.0009,0.1216,0.0692,0.1827
2026-06-29,paa,VNQ,1.1511,0.0196,0.1315,0.1209,0.1483
2026-06-29,baa_g12,DBC,-0.9807,-0.1041,-0.0851,0.1765,0.2561
2026-06-29,baa_g12,EEM,1.6110,-0.0155,0.2237,0.2413,0.4191
2026-06-29,baa_g12,EWJ,1.3318,0.0094,0.1491,0.1552,0.3123
2026-06-29,baa_g12,GLD,-1.7236,-0.1063,-0.1104,-0.1045,0.2025
2026-06-29,baa_g12,HYG,0.2401,0.0020,0.0316,0.0170,0.0552
2026-06-29,baa_g12,IEF,0.1912,0.0082,0.0142,0.0020,0.0320
2026-06-29,baa_g12,IWM,1.9393,0.0221,0.2278,0.1832,0.3967
2026-06-29,baa_g12,LQD,0.2836,0.0074,0.0310,0.0099,0.0506
2026-06-29,baa_g12,QQQ,1.6010,-0.0163,0.2862,0.1612,0.3296
2026-06-29,baa_g12,SHY,0.0896,0.0017,0.0061,0.0077,0.0288
2026-06-29,baa_g12,SPY,0.8629,-0.0165,0.1704,0.0779,0.2232
2026-06-29,baa_g12,TLT,0.4770,0.0236,0.0327,0.0118,0.0393
2026-06-29,baa_g12,VGK,0.8178,0.0009,0.1216,0.0692,0.1827
2026-06-29,baa_g12,VNQ,1.1521,0.0196,0.1316,0.1210,0.1483
2026-06-29,baa_g4,AGG,0.2204,0.0070,0.0185,0.0098,0.0431
2026-06-29,baa_g4,EEM,1.6171,-0.0152,0.2241,0.2416,0.4196
2026-06-29,baa_g4,EFA,0.8797,0.0020,0.1183,0.0881,0.2062
2026-06-29,baa_g4,IEF,0.1921,0.0082,0.0143,0.0020,0.0320
2026-06-29,baa_g4,LQD,0.2836,0.0074,0.0310,0.0099,0.0506
2026-06-29,baa_g4,SHY,0.0884,0.0017,0.0061,0.0077,0.0287
2026-06-29,baa_g4,SPY,0.8655,-0.0164,0.1706,0.0781,0.2234
2026-06-29,gem,AGG,0.0431,0.0070,0.0185,0.0098,0.0431
2026-06-29,gem,EFA,0.2064,0.0021,0.1184,0.0882,0.2064
2026-06-29,gem,SPY,0.2235,-0.0163,0.1707,0.0782,0.2235
2026-06-29,haa,AGG,0.2202,0.0070,0.0185,0.0098,0.0431
2026-06-29,haa,EEM,1.6202,-0.0150,0.2243,0.2418,0.4198
2026-06-29,haa,EFA,0.8826,0.0021,0.1185,0.0882,0.2064
2026-06-29,haa,IEF,0.1912,0.0082,0.0142,0.0020,0.0320
2026-06-29,haa,LQD,0.2836,0.0074,0.0310,0.0099,0.0506
2026-06-29,haa,SHY,0.0884,0.0017,0.0061,0.0077,0.0287
2026-06-29,haa,SPY,0.8637,-0.0165,0.1705,0.0780,0.2233
2026-06-29,permanent,BIL,0.1461,0.0030,0.0089,0.0179,0.0388
2026-06-29,permanent,GLD,-1.7212,-0.1062,-0.1103,-0.1043,0.2027
2026-06-29,permanent,SPY,0.8645,-0.0164,0.1705,0.0780,0.2233
2026-06-29,permanent,TLT,0.4737,0.0234,0.0325,0.0117,0.0391
2026-06-29,all_weather,DBC,-0.9741,-0.1040,-0.0849,0.1768,0.2595
2026-06-29,all_weather,GLD,-1.7212,-0.1062,-0.1103,-0.1043,0.2027
2026-06-29,all_weather,IEF,0.1902,0.0081,0.0142,0.0019,0.0319
2026-06-29,all_weather,SPY,0.8640,-0.0164,0.1705,0.0780,0.2233
2026-06-29,all_weather,TLT,0.4737,0.0234,0.0325,0.0117,0.0391
2026-06-29,golden_butterfly,GLD,-1.7161,-0.1059,-0.1101,-0.1041,0.2030
2026-06-29,golden_butterfly,SHY,0.0873,0.0016,0.0060,0.0076,0.0287
2026-06-29,golden_butterfly,SPY,0.8651,-0.0164,0.1706,0.0781,0.2234
2026-06-29,golden_butterfly,TLT,0.4737,0.0234,0.0325,0.0117,0.0391
2026-06-29,golden_butterfly,VBR,1.4901,0.0322,0.1407,0.1358,0.2698
2026-06-29,gtaa,DBC,-0.9741,-0.1040,-0.0849,0.1768,0.2595
2026-06-29,gtaa,EFA,0.8855,0.0023,0.1187,0.0884,0.2066
2026-06-29,gtaa,IEF,0.1902,0.0081,0.0142,0.0019,0.0319
2026-06-29,gtaa,SHY,0.0884,0.0017,0.0061,0.0077,0.0287
2026-06-29,gtaa,SPY,0.8632,-0.0165,0.1704,0.0779,0.2232
2026-06-29,gtaa,VNQ,1.1469,0.0194,0.1313,0.1207,0.1480
2026-06-29,ivy,DBC,-0.9773,-0.1040,-0.0849,0.1768,0.2563
2026-06-29,ivy,EFA,0.8845,0.0022,0.1186,0.0883,0.2065
2026-06-29,ivy,IEF,0.1902,0.0081,0.0142,0.0019,0.0319
2026-06-29,ivy,SHY,0.0884,0.0017,0.0061,0.0077,0.0287
2026-06-29,ivy,VNQ,1.1442,0.0192,0.1311,0.1205,0.1479
2026-06-29,ivy,VTI,0.9755,-0.0105,0.1746,0.0854,0.2324
2026-06-29,faa,AGG,0.0546,0.0069,0.0184,0.0097,0.0430
2026-06-29,faa,DBC,-0.2443,-0.1040,-0.0849,0.1768,0.2563
2026-06-29,faa,EEM,0.4050,-0.0150,0.2243,0.2418,0.4198
2026-06-29,faa,EFA,0.2221,0.0024,0.1188,0.0885,0.2068
2026-06-29,faa,SHY,0.0218,0.0016,0.0060,0.0076,0.0287
2026-06-29,faa,SPY,0.2181,-0.0160,0.1710,0.0784,0.2238
2026-06-29,faa,VNQ,0.2867,0.0194,0.1313,0.1207,0.1480
2026-06-29,eaa,DBC,-0.2443,-0.1040,-0.0849,0.1768,0.2563
2026-06-29,eaa,EEM,0.4066,-0.0147,0.2246,0.2422,0.4202
2026-06-29,eaa,EFA,0.2223,0.0025,0.1189,0.0886,0.2068
2026-06-29,eaa,GLD,-0.4283,-0.1057,-0.1099,-0.1039,0.2032
2026-06-29,eaa,IEF,0.0475,0.0081,0.0142,0.0019,0.0319
2026-06-29,eaa,SHY,0.0218,0.0016,0.0060,0.0076,0.0287
2026-06-29,eaa,SPY,0.2177,-0.0161,0.1709,0.0784,0.2237
2026-06-29,eaa,VNQ,0.2875,0.0195,0.1314,0.1209,0.1482
2026-06-29,laa,GLD,-1.7137,-0.1058,-0.1099,-0.1039,0.2032
2026-06-29,laa,IEF,0.1902,0.0081,0.0142,0.0019,0.0319
2026-06-29,laa,IWD,1.4950,0.0231,0.1594,0.1501,0.2795
2026-06-29,laa,QQQ,1.6090,-0.0159,0.2867,0.1616,0.3302
2026-06-29,laa,SHY,0.0873,0.0016,0.0060,0.0076,0.0287
2026-06-29,laa,SPY,0.8718,-0.0161,0.1709,0.0784,0.2238
2026-06-30,daa,BND,0.1508,0.0044,0.0109,0.0076,0.0393
2026-06-30,daa,DBC,-0.9141,-0.0968,-0.0901,0.1729,0.2624
2026-06-30,daa,EEM,2.0084,0.0022,0.2557,0.2546,0.4501
2026-06-30,daa,EWJ,1.3155,0.0088,0.1504,0.1582,0.2923
2026-06-30,daa,GLD,-1.8115,-0.1145,-0.1091,-0.1137,0.2262
2026-06-30,daa,HYG,0.2370,0.0017,0.0311,0.0181,0.0564
2026-06-30,daa,IEF,0.1051,0.0047,0.0048,-0.0013,0.0323
2026-06-30,daa,IWM,2.2806,0.0370,0.2569,0.2000,0.4089
2026-06-30,daa,LQD,0.1999,0.0040,0.0219,0.0075,0.0497
2026-06-30,daa,QQQ,1.9736,-0.0018,0.3201,0.1827,0.3496
2026-06-30,daa,SHY,0.0712,0.0009,0.0045,0.0067,0.0289
2026-06-30,daa,SPY,1.0140,-0.0105,0.1844,0.0873,0.2276
2026-06-30,daa,TLT,0.3098,0.0169,0.0127,0.0087,0.0393
2026-06-30,daa,VGK,0.8800,0.0062,0.1213,0.0715,0.1778
2026-06-30,daa,VNQ,1.1387,0.0236,0.1217,0.1142,0.1398
2026-06-30,daa,VWO,0.9823,-0.0023,0.1397,0.1059,0.2397
2026-06-30,vaa,AGG,0.1562,0.0043,0.0113,0.0076,0.0439
2026-06-30,vaa,EEM,2.0053,0.0020,0.2555,0.2544,0.4499
2026-06-30,vaa,EFA,0.9157,0.0048,0.1194,0.0904,0.2000
2026-06-30,vaa,IEF,0.1051,0.0047,0.0048,-0.0013,0.0323
2026-06-30,vaa,LQD,0.2017,0.0041,0.0220,0.0076,0.0498
2026-06-30,vaa,SHY,0.0712,0.0009,0.0045,0.0067,0.0289
2026-06-30,vaa,SPY,1.0142,-0.0105,0.1845,0.0873,0.2276
2026-06-30,paa,DBC,-0.9141,-0.0968,-0.0901,0.1729,0.2624
2026-06-30,paa,EEM,2.0053,0.0020,0.2555,0.2544,0.4499
2026-06-30,paa,EWJ,1.3173,0.0089,0.1505,0.1583,0.2924
2026-06-30,paa,GLD,-1.8119,-0.1145,-0.1091,-0.1137,0.2262
2026-06-30,paa,HYG,0.2370,0.0017,0.0311,0.0181,0.0564
2026-06-30,paa,IEF,0.1051,0.0047,0.0048,-0.0013,0.0323
2026-06-30,paa,IWM,2.2813,0.0370,0.2570,0.2001,0.4089
2026-06-30,paa,LQD,0.1999,0.0040,0.0219,0.0075,0.0497
2026-06-30,paa,QQQ,1.9730,-0.0018,0.3200,0.1827,0.3496
2026-06-30,paa,SHY,0.0715,0.0009,0.0045,0.0067,0.0289
2026-06-30,paa,SPY,1.0150,-0.0105,0.1845,0.0874,0.2277
2026-06-30,paa,TLT,0.3076,0.0167,0.0125,0.0086,0.0392
2026-06-30,paa,VGK,0.8800,0.0062,0.1213,0.0715,0.1778
2026-06-30,paa,VNQ,1.1346,0.0234,0.1215,0.1140,0.1396
2026-06-30,baa_g12,DBC,-0.9141,-0.0968,-0.0901,0.1729,0.2624
2026-06-30,baa_g12,EEM,2.0055,0.0021,0.2555,0.2544,0.4499
2026-06-30,baa_g12,EWJ,1.3170,0.0089,0.1504,0.1583,0.2924
2026-06-30,baa_g12,GLD,-1.8196,-0.1149,-0.1095,-0.1141,0.2256
2026-06-30,baa_g12,HYG,0.2370,0.0017,0.0311,0.0181,0.0564
2026-06-30,baa_g12,IEF,0.1051,0.0047,0.0048,-0.0013,0.0323
2026-06-30,baa_g12,IWM,2.2824,0.0371,0.2570,0.2001,0.4090
2026-06-30,baa_g12,LQD,0.1999,0.0040,0.0219,0.0075,0.0497
2026-06-30,baa_g12,QQQ,1.9713,-0.0019,0.3199,0.1826,0.3495
2026-06-30,baa_g12,SHY,0.0709,0.0009,0.0044,0.0066,0.0288
2026-06-30,baa_g12,SPY,1.0164,-0.0104,0.1846,0.0874,0.2278
2026-06-30,baa_g12,TLT,0.3110,0.0169,0.0127,0.0088,0.0394
2026-06-30,baa_g12,VGK,0.8800,0.0062,0.1213,0.0715,0.1778
2026-06-30,baa_g12,VNQ,1.1348,0.0234,0.1215,0.1140,0.1396
2026-06-30,baa_g4,AGG,0.1581,0.0044,0.0114,0.0077,0.0440
2026-06-30,baa_g4,EEM,2.0068,0.0021,0.2556,0.2545,0.4500
2026-06-30,baa_g4,EFA,0.9176,0.0049,0.1195,0.0905,0.2001
2026-06-30,baa_g4,IEF,0.1061,0.0047,0.0048,-0.0012,0.0323
2026-06-30,baa_g4,LQD,0.1999,0.0040,0.0219,0.0075,0.0497
2026-06-30,baa_g4,SHY,0.0715,0.0009,0.0045,0.0067,0.0289
2026-06-30,baa_g4,SPY,1.0158,-0.0104,0.1846,0.0874,0.2277
2026-06-30,gem,AGG,0.0439,0.0043,0.0113,0.0076,0.0439
2026-06-30,gem,EFA,0.2001,0.0049,0.1195,0.0905,0.2001
2026-06-30,gem,SPY,0.2277,-0.0104,0.1845,0.0874,0.2277
2026-06-30,haa,AGG,0.1562,0.0043,0.0113,0.0076,0.0439
2026-06-30,haa,EEM,2.0037,0.0020,0.2554,0.2543,0.4498
2026-06-30,haa,EFA,0.9186,0.0049,0.1195,0.0906,0.2002
2026-06-30,haa,IEF,0.1050,0.0047,0.0048,-0.0013,0.0323
2026-06-30,haa,LQD,0.2012,0.0040,0.0219,0.0076,0.0498
2026-06-30,haa,SHY,0.0715,0.0009,0.0045,0.0067,0.0289
2026-06-30,haa,SPY,1.0172,-0.0103,0.1846,0.0875,0.2278
2026-06-30,permanent,BIL,0.1427,0.0028,0.0089,0.0177,0.0384
2026-06-30,permanent,GLD,-1.8198,-0.1149,-0.1095,-0.1141,0.2256
2026-06-30,permanent,SPY,1.0161,-0.0104,0.1846,0.0874,0.2278
2026-06-30,permanent,TLT,0.3121,0.0170,0.0128,0.0089,0.0394
2026-06-30,all_weather,DBC,-0.9141,-0.0968,-0.0901,0.1729,0.2624
2026-06-30,all_weather,GLD,-1.8194,-0.1149,-0.1095,-0.1141,0.2256
2026-06-30,all_weather,IEF,0.1050,0.0047,0.0048,-0.0013,0.0323
2026-06-30,all_weather,SPY,1.0164,-0.0104,0.1846,0.0874,0.2278
2026-06-30,all_weather,TLT,0.3105,0.0169,0.0127,0.0088,0.0394
2026-06-30,golden_butterfly,GLD,-1.8171,-0.1148,-0.1094,-0.1140,0.2258
2026-06-30,golden_butterfly,SHY,0.0726,0.0010,0.0045,0.0067,0.0289
2026-06-30,golden_butterfly,SPY,1.0158,-0.0104,0.1846,0.0874,0.2277
2026-06-30,golden_butterfly,TLT,0.3106,0.0169,0.0127,0.0088,0.0394
2026-06-30,golden_butterfly,VBR,1.6356,0.0400,0.1505,0.1404,0.2724
2026-06-30,gtaa,DBC,-0.9141,-0.0968,-0.0901,0.1729,0.2624
2026-06-30,gtaa,EFA,0.9205,0.0050,0.1197,0.0907,0.2003
2026-06-30,gtaa,IEF,0.1050,0.0047,0.0048,-0.0013,0.0323
2026-06-30,gtaa,SHY,0.0715,0.0009,0.0045,0.0067,0.0289
2026-06-30,gtaa,SPY,1.0137,-0.0105,0.1844,0.0873,0.2276
2026-06-30,gtaa,VNQ,1.1408,0.0237,0.1219,0.1143,0.1400
2026-06-30,ivy,DBC,-0.9311,-0.0977,-0.0909,0.1718,0.2613
2026-06-30,ivy,EFA,0.9205,0.0050,0.1197,0.0907,0.2003
2026-06-30,ivy,IEF,0.1050,0.0047,0.0048,-0.0013,0.0323
2026-06-30,ivy,SHY,0.0715,0.0009,0.0045,0.0067,0.0289
2026-06-30,ivy,VNQ,1.1387,0.0236,0.1217,0.1142,0.1398
2026-06-30,ivy,VTI,1.1378,-0.0043,0.1902,0.0955,0.2375
2026-06-30,faa,AGG,0.0390,0.0043,0.0113,0.0076,0.0439
2026-06-30,faa,DBC,-0.2328,-0.0977,-0.0909,0.1718,0.2613
2026-06-30,faa,EEM,0.5025,0.0023,0.2558,0.2547,0.4502
2026-06-30,faa,EFA,0.2301,0.0050,0.1197,0.0907,0.2003
2026-06-30,faa,SHY,0.0179,0.0009,0.0045,0.0067,0.0289
2026-06-30,faa,SPY,0.2530,-0.0106,0.1843,0.0872,0.2275
2026-06-30,faa,VNQ,0.2844,0.0236,0.1217,0.1141,0.1398
2026-06-30,eaa,DBC,-0.2328,-0.0977,-0.0909,0.1718,0.2613
2026-06-30,eaa,EEM,0.5013,0.0020,0.2555,0.2544,0.4499
2026-06-30,eaa,EFA,0.2301,0.0050,0.1197,0.0907,0.2003
2026-06-30,eaa,GLD,-0.4559,-0.1151,-0.1097,-0.1143,0.2254
2026-06-30,eaa,IEF,0.0263,0.0047,0.0048,-0.0013,0.0323
2026-06-30,eaa,SHY,0.0178,0.0009,0.0045,0.0067,0.0288
2026-06-30,eaa,SPY,0.2529,-0.0106,0.1843,0.0872,0.2275
2026-06-30,eaa,VNQ,0.2847,0.0236,0.1217,0.1142,0.1398
2026-06-30,laa,GLD,-1.8224,-0.1151,-0.1096,-0.1143,0.2254
2026-06-30,laa,IEF,0.1041,0.0046,0.0047,-0.0013,0.0322
2026-06-30,laa,IWD,1.5178,0.0238,0.1633,0.1511,0.2765
2026-06-30,laa,QQQ,1.9679,-0.0021,0.3197,0.1824,0.3492
2026-06-30,laa,SHY,0.0711,0.0009,0.0045,0.0067,0.0288
2026-06-30,laa,SPY,1.0102,-0.0107,0.1842,0.0871,0.2274
2026-07-01,daa,BND,0.0842,0.0019,0.0057,0.0031,0.0322
2026-07-01,daa,DBC,-1.1057,-0.1157,-0.0839,0.1792,0.2601
2026-07-01,daa,EEM,1.1291,-0.0403,0.1843,0.2305,0.4142
2026-07-01,daa,EWJ,1.1741,0.0097,0.1112,0.1571,0.2984
2026-07-01,daa,GLD,-1.5299,-0.0918,-0.1320,-0.0629,0.2253
2026-07-01,daa,HYG,0.1865,0.0016,0.0205,0.0169,0.0514
2026-07-01,daa,IEF,0.0353,0.0024,-0.0010,-0.0067,0.0241
2026-07-01,daa,IWM,2.2647,0.0461,0.2189,0.2119,0.4121
2026-07-01,daa,LQD,0.0785,-0.0005,0.0108,0.0015,0.0391
2026-07-01,daa,QQQ,1.5252,-0.0177,0.2641,0.1766,0.3275
2026-07-01,daa,SHY,0.0648,0.0011,0.0032,0.0057,0.0277
2026-07-01,daa,SPY,0.8913,-0.0111,0.1534,0.0935,0.2243
2026-07-01,daa,TLT,0.0925,0.0059,0.0033,-0.0053,0.0187
2026-07-01,daa,VGK,0.7138,0.0067,0.0811,0.0700,0.1692
2026-07-01,daa,VNQ,1.3252,0.0441,0.1075,0.1151,0.1358
2026-07-01,daa,VWO,0.6586,-0.0160,0.1000,0.1090,0.2321
2026-07-01,vaa,AGG,0.0904,0.0019,0.0060,0.0035,0.0367
2026-07-01,vaa,EEM,1.1261,-0.0404,0.1841,0.2303,0.4140
2026-07-01,vaa,EFA,0.7389,0.0040,0.0796,0.0891,0.1943
2026-07-01,vaa,IEF,0.0373,0.0025,-0.0009,-0.0066,0.0242
2026-07-01,vaa,LQD,0.0794,-0.0005,0.0108,0.0015,0.0391
2026-07-01,vaa,SHY,0.0655,0.0011,0.0032,0.0058,0.0277
2026-07-01,vaa,SPY,0.8897,-0.0112,0.1533,0.0934,0.2242
2026-07-01,paa,DBC,-1.1089,-0.1157,-0.0839,0.1792,0.2569
2026-07-01,paa,EEM,1.1231,-0.0406,0.1840,0.2301,0.4138
2026-07-01,paa,EWJ,1.1730,0.0097,0.1112,0.1571,0.2984
2026-07-01,paa,GLD,-1.5346,-0.0920,-0.1322,-0.0632,0.2250
2026-07-01,paa,HYG,0.1866,0.0016,0.0205,0.0169,0.0514
2026-07-01,paa,IEF,0.0373,0.0025,-0.0009,-0.0066,0.0242
2026-07-01,paa,IWM,2.2612,0.0459,0.2187,0.2117,0.4118
2026-07-01,paa,LQD,0.0794,-0.0005,0.0108,0.0015,0.0391
2026-07-01,paa,QQQ,1.5127,-0.0183,0.2633,0.1759,0.3267
2026-07-01,paa,SHY,0.0648,0.0011,0.0032,0.0057,0.0277
2026-07-01,paa,SPY,0.8884,-0.0113,0.1532,0.0933,0.2242
2026-07-01,paa,TLT,0.0936,0.0060,0.0034,-0.0053,0.0187
2026-07-01,paa,VGK,0.7105,0.0065,0.0809,0.0698,0.1690
2026-07-01,paa,VNQ,1.3304,0.0444,0.1078,0.1154,0.1360
2026-07-01,baa_g12,DBC,-1.1024,-0.1155,-0.0838,0.1794,0.2603
2026-07-01,baa_g12,EEM,1.1186,-0.0408,0.1837,0.2298,0.4134
2026-07-01,baa_g12,EWJ,1.1665,0.0093,0.1108,0.1567,0.2979
2026-07-01,baa_g12,GLD,-1.5294,-0.0918,-0.1319,-0.0629,0.2253
2026-07-01,baa_g12,HYG,0.1853,0.0016,0.0204,0.0168,0.0514
2026-07-01,baa_g12,IEF,0.0380,0.0025,-0.0009,-0.0066,0.0242
2026-07-01,baa_g12,IWM,2.2612,0.0459,0.2187,0.2117,0.4118
2026-07-01,baa_g12,LQD,0.0786,-0.0005,0.0108,0.0015,0.0391
2026-07-01,baa_g12,QQQ,1.5136,-0.0182,0.2634,0.1760,0.3268
2026-07-01,baa_g12,SHY,0.0648,0.0011,0.0032,0.0057,0.0277
2026-07-01,baa_g12,SPY,0.8857,-0.0114,0.1531,0.0932,0.2240
2026-07-01,baa_g12,TLT,0.0936,0.0060,0.0034,-0.0053,0.0187
2026-07-01,baa_g12,VGK,0.7105,0.0065,0.0809,0.0698,0.1690
2026-07-01,baa_g12,VNQ,1.3294,0.0443,0.1078,0.1153,0.1360
2026-07-01,baa_g4,AGG,0.0902,0.0019,0.0060,0.0035,0.0367
2026-07-01,baa_g4,EEM,1.1171,-0.0408,0.1836,0.2297,0.4133
2026-07-01,baa_g4,EFA,0.7361,0.0039,0.0794,0.0889,0.1941
2026-07-01,baa_g4,IEF,0.0383,0.0026,-0.0009,-0.0066,0.0242
2026-07-01,baa_g4,LQD,0.0803,-0.0005,0.0109,0.0015,0.0392
2026-07-01,baa_g4,SHY,0.0648,0.0011,0.0032,0.0057,0.0277
2026-07-01,baa_g4,SPY,0.8852,-0.0114,0.1530,0.0931,0.2240
2026-07-01,gem,AGG,0.0367,0.0019,0.0060,0.0035,0.0367
2026-07-01,gem,EFA,0.1942,0.0039,0.0795,0.0890,0.1942
2026-07-01,gem,SPY,0.2241,-0.0113,0.1532,0.0933,0.2241
2026-07-01,haa,AGG,0.0902,0.0019,0.0060,0.0035,0.0367
2026-07-01,haa,EEM,1.1246,-0.0405,0.1841,0.2302,0.4139
2026-07-01,haa,EFA,0.7409,0.0041,0.0797,0.0892,0.1944
2026-07-01,haa,IEF,0.0373,0.0025,-0.0009,-0.0066,0.0242
2026-07-01,haa,LQD,0.0794,-0.0005,0.0108,0.0015,0.0391
2026-07-01,haa,SHY,0.0648,0.0011,0.0032,0.0057,0.0277
2026-07-01,haa,SPY,0.8913,-0.0111,0.1534,0.0935,0.2243
2026-07-01,permanent,BIL,0.1450,0.0029,0.0091,0.0179,0.0385
2026-07-01,permanent,GLD,-1.5322,-0.0919,-0.1321,-0.0631,0.2251
2026-07-01,permanent,SPY,0.8897,-0.0112,0.1533,0.0934,0.2242
2026-07-01,permanent,TLT,0.0925,0.0059,0.0033,-0.0053,0.0187
2026-07-01,all_weather,DBC,-1.1056,-0.1155,-0.0838,0.1794,0.2571
2026-07-01,all_weather,GLD,-1.5329,-0.0919,-0.1321,-0.0631,0.2251
2026-07-01,all_weather,IEF,0.0373,0.0025,-0.0009,-0.0066,0.0242
2026-07-01,all_weather,SPY,0.8902,-0.0112,0.1533,0.0934,0.2243
2026-07-01,all_weather,TLT,0.0936,0.0060,0.0034,-0.0053,0.0187
2026-07-01,golden_butterfly,GLD,-1.5262,-0.0916,-0.1318,-0.0627,0.2256
2026-07-01,golden_butterfly,SHY,0.0648,0.0011,0.0032,0.0057,0.0277
2026-07-01,golden_butterfly,SPY,0.8913,-0.0111,0.1534,0.0935,0.2243
2026-07-01,golden_butterfly,TLT,0.0936,0.0060,0.0034,-0.0053,0.0187
2026-07-01,golden_butterfly,VBR,1.6665,0.0478,0.1289,0.1503,0.2767
2026-07-01,gtaa,DBC,-1.1056,-0.1155,-0.0838,0.1794,0.2571
2026-07-01,gtaa,EFA,0.7437,0.0043,0.0798,0.0894,0.1946
2026-07-01,gtaa,IEF,0.0366,0.0025,-0.0010,-0.0067,0.0241
2026-07-01,gtaa,SHY,0.0648,0.0011,0.0032,0.0057,0.0277
2026-07-01,gtaa,SPY,0.8886,-0.0113,0.1532,0.0933,0.2242
2026-07-01,gtaa,VNQ,1.3398,0.0448,0.1083,0.1159,0.1366
2026-07-01,ivy,DBC,-1.1056,-0.1155,-0.0838,0.1794,0.2571
2026-07-01,ivy,EFA,0.7418,0.0042,0.0797,0.0893,0.1945
2026-07-01,ivy,IEF,0.0366,0.0025,-0.0010,-0.0067,0.0241
2026-07-01,ivy,SHY,0.0659,0.0011,0.0032,0.0058,0.0277
2026-07-01,ivy,VNQ,1.3377,0.0447,0.1082,0.1158,0.1365
2026-07-01,ivy,VTI,1.0206,-0.0044,0.1588,0.1021,0.2339
2026-07-01,faa,AGG,0.0225,0.0019,0.0060,0.0035,0.0367
2026-07-01,faa,DBC,-0.2756,-0.1155,-0.0838,0.1794,0.2603
2026-07-01,faa,EEM,0.2819,-0.0403,0.1842,0.2304,0.4141
2026-07-01,faa,EFA,0.1855,0.0042,0.0797,0.0893,0.1945
2026-07-01,faa,SHY,0.0165,0.0011,0.0032,0.0058,0.0277
2026-07-01,faa,SPY,0.2226,-0.0112,0.1533,0.0934,0.2243
2026-07-01,faa,VNQ,0.3352,0.0449,0.1084,0.1160,0.1366
2026-07-01,eaa,DBC,-0.2756,-0.1155,-0.0838,0.1794,0.2603
2026-07-01,eaa,EEM,0.2819,-0.0403,0.1842,0.2304,0.4141
2026-07-01,eaa,EFA,0.1855,0.0042,0.0797,0.0893,0.1945
2026-07-01,eaa,GLD,-0.3824,-0.0918,-0.1319,-0.0629,0.2253
2026-07-01,eaa,IEF,0.0095,0.0025,-0.0009,-0.0066,0.0242
2026-07-01,eaa,SHY,0.0165,0.0011,0.0032,0.0058,0.0277
2026-07-01,eaa,SPY,0.2216,-0.0114,0.1531,0.0932,0.2240
2026-07-01,eaa,VNQ,0.3357,0.0450,0.1085,0.1161,0.1367
